product_id,product_name,price,stock,category
53,Yeti Sari (Budget),9153.21,460,Clothing
54,CG Punching Machine (Budget),785.99,454,Stationery
55,CG Wrench (Standard),20699.83,380,Hardware
56,Spice (Turmeric) (Premium),3940.62,158,Grocery
57,CG Topi (Nepali Cap) (Medium),13499.14,109,Clothing
58,Yeti Salt (Small),3716.22,272,Grocery
59,Yeti Kurta (Large),7364.92,413,Clothing
60,Everest Bluetooth Speaker (Large),3619.88,486,Electronics
61,Bandage (Large),1656.89,187,Pharmacy
62,Saw (Medium),19741.02,256,Hardware
63,Himalayan Ghee (Budget),3296.44,38,Grocery
64,Yeti Noodles (Budget),2795.15,85,Grocery
65,Nepal Flour (Atta) (Budget),288.22,164,Grocery
66,Screws Pack (Small),667.85,232,Hardware
67,Yeti Milk Powder (Small),323.55,319,Grocery
68,Goldstar Cetrizine (Budget),2468.72,397,Pharmacy
69,Goldstar Router,76530.14,323,Electronics
70,Everest Kurta (Budget),2278.11,16,Clothing
71,Nepal Sweater (Small),10838.24,41,Clothing
72,Goldstar Saw (Medium),3872.59,121,Hardware
73,Yeti Folder (Medium),1661.18,318,Stationery
74,Glue Stick (Premium),1816.82,18,Stationery
75,CG Keyboard (Small),9003.56,9,Electronics
76,Nepal Coffee (Budget),2008.96,344,Grocery
77,Everest Headphones (Small),115251.51,460,Electronics
78,Calcium Tablet (Standard),2942.81,68,Pharmacy
79,T-Shirt,10593.51,170,Clothing
80,Nepal Belt (Standard),11476.51,453,Clothing
81,Tube Light (Premium),10856.59,458,Hardware
82,Salt (Premium),2546.74,356,Grocery
83,CG Nails (1kg) (Medium),20524.31,410,Hardware
84,Himalayan Bluetooth Speaker (Large),115382.47,127,Electronics
85,Punching Machine (Medium),957.01,5,Stationery
86,Himalayan Hand Sanitizer (Standard),2219.0,497,Pharmacy
87,Everest Pain Relief Balm (Medium),1850.58,237,Pharmacy
88,Nepal Charger (Premium),36557.49,86,Electronics
89,Himalayan Keyboard (Standard),29076.06,463,Electronics
90,CG Antiseptic (Large),3364.69,33,Pharmacy
91,CG Register (Large),781.94,431,Stationery
92,CG Shirt (Large),5763.08,97,Clothing
93,Himalayan Desktop Computer (Standard),75517.47,336,Electronics
94,Goldstar Tea (Ilam) (Budget),3337.88,336,Grocery
95,Goldstar Ghee (Standard),3302.17,467,Grocery
96,Yeti Cotton (Large),3144.56,456,Pharmacy
97,CG Biscuit (Premium),550.66,302,Grocery
98,Goldstar Wrench (Small),20102.41,201,Hardware
99,CG Noodles (Medium),1527.25,383,Grocery
100,Ghee (Budget),2922.19,402,Grocery
101,Yeti Notebook,464.05,84,Stationery
102,Everest Hand Sanitizer,3650.14,369,Pharmacy
103,Yeti Cotton,4961.88,434,Pharmacy
104,Ibuprofen (Large),1458.07,151,Pharmacy
105,Flour (Maida) (Large),2300.65,238,Grocery
106,Goldstar Extension Board (Medium),80179.19,214,Electronics
107,Nepal Detergent (Standard),904.11,323,Grocery
108,CG Biscuit,2024.37,301,Grocery
109,Everest Notebook (Medium),1859.12,44,Stationery
110,Himalayan Paper Clip (Medium),18.86,144,Stationery
111,Yeti Paint (1L) (Premium),6094.8,155,Hardware
112,Everest Jeans (Premium),7195.22,371,Clothing
113,Himalayan Paint (1L) (Budget),6686.1,294,Hardware
114,Himalayan Envelope (Standard),230.86,498,Stationery
115,Stapler (Premium),1055.81,423,Stationery
116,Goldstar Thermometer (Standard),612.15,435,Pharmacy
117,Nepal Flour (Atta),4951.95,409,Grocery
118,Goldstar Marker (Small),187.53,23,Stationery
119,Everest Spice (Chili) (Premium),4999.78,90,Grocery
120,Himalayan Raincoat (Budget),2290.39,287,Clothing
121,Goldstar Printer (Standard),121549.9,338,Electronics
122,Himalayan Switch Board (Budget),13764.91,149,Hardware
123,CG Paracetamol (Premium),2716.72,37,Pharmacy
124,Himalayan Bandage (Large),95.79,56,Pharmacy
125,Goldstar Face Mask (Small),4812.89,155,Pharmacy
126,CG Hard Drive (Budget),24711.96,181,Electronics
127,Nepal Charger (Medium),106517.59,68,Electronics
128,Nepal Hard Drive,55342.86,92,Electronics
129,Oil (Sunflower),2300.51,489,Grocery
130,USB Cable (Standard),20086.91,229,Electronics
131,Everest T-Shirt (Standard),12739.23,82,Clothing
132,Everest Jeans,998.21,199,Clothing
133,Yeti Notebook (Small),322.71,108,Stationery
134,Goldstar Printer (Small),116224.82,124,Electronics
135,Everest Drill Machine (Premium),1114.03,97,Hardware
136,Everest Blood Pressure Monitor (Medium),599.76,337,Pharmacy
137,Himalayan Headphones (Premium),127350.21,129,Electronics
138,Yeti Scanner (Small),6967.55,173,Electronics
139,Goldstar Mouse (Premium),34784.7,434,Electronics
140,Goldstar Memory Card (Medium),119261.87,290,Electronics
141,Everest Tea (Ilam) (Large),3764.8,278,Grocery
142,Bluetooth Speaker (Budget),15861.4,23,Electronics
143,Everest Sari,14532.67,277,Clothing
144,CG Sandals,6254.99,326,Clothing
145,Yeti Hammer (Small),17149.1,210,Hardware
146,CG Printer (Small),34914.88,173,Electronics
147,Yeti Sari (Large),12545.54,79,Clothing
148,Everest Kurta (Premium),14323.2,320,Clothing
149,School Uniform (Medium),9620.52,272,Clothing
150,Nepal Smart Watch (Budget),131323.39,387,Electronics
151,Goldstar Microphone (Budget),146046.07,90,Electronics
152,Yeti Tea (Ilam) (Medium),2129.73,270,Grocery
153,Everest Flour (Maida) (Premium),4357.15,380,Grocery
154,Nepal Saw (Large),12936.88,13,Hardware
155,CG Glue Stick (Budget),512.36,399,Stationery
156,Nepal Sports Wear (Budget),6945.99,193,Clothing
157,Himalayan Ruler (Medium),952.56,124,Stationery
158,Goldstar Sugar,794.92,197,Grocery
159,Nepal Switch Board (Medium),13175.43,224,Hardware
160,Nepal UPS,4424.01,245,Electronics
161,Nepal Screws Pack,23591.37,257,Hardware
162,CG Iron Supplement (Premium),1355.43,114,Pharmacy
163,Nepal Mouse (Medium),143136.24,257,Electronics
164,CG Microphone (Large),75964.85,191,Electronics
165,Yeti Oil (Mustard) (Large),1772.36,291,Grocery
166,Sand (cubic ft),11955.56,198,Hardware
167,CG Register (Premium),270.14,461,Stationery
168,Topi (Nepali Cap) (Small),8995.54,73,Clothing
169,Himalayan Pencil (Small),120.73,243,Stationery
170,Everest Glucose Strips (Large),3427.85,245,Pharmacy
171,Himalayan Smart Watch (Small),94979.64,319,Electronics
172,Yeti Oil (Mustard) (Medium),4521.64,398,Grocery
173,Nepal Bandage (Small),141.07,239,Pharmacy
174,Goldstar Screws Pack (Premium),6991.51,232,Hardware
175,Himalayan Calculator (Small),1822.3,496,Stationery
176,Everest Belt (Large),6183.11,319,Clothing
177,Goldstar Scissors (Small),1143.15,436,Stationery
178,Everest Topi (Nepali Cap) (Premium),5827.26,41,Clothing
179,Nepal Switch Board (Medium),18888.05,363,Hardware
180,CG Noodles (Small),3684.26,358,Grocery
181,Himalayan Pliers (Medium),12448.16,333,Hardware
182,Router (Premium),47376.41,174,Electronics
183,Everest Kurta (Premium),14990.3,141,Clothing
184,Nepal Saw,12761.06,316,Hardware
185,Everest Dal (Chana) (Large),1760.11,189,Grocery
186,Pants (Standard),8342.19,113,Clothing
187,Yeti Lock (Standard),564.99,203,Hardware
188,CG Fan (Ceiling) (Premium),16672.69,497,Hardware
189,Nepal UPS (Large),129033.05,75,Electronics
190,Goldstar Hand Sanitizer,1799.87,402,Pharmacy
191,Yeti Cotton (Premium),433.65,473,Pharmacy
192,CG Pain Relief Balm (Small),4034.4,36,Pharmacy
193,Himalayan Coffee (Medium),4462.87,219,Grocery
194,Yeti Ibuprofen (Large),2168.12,472,Pharmacy
195,CG Glucose Strips,3520.99,241,Pharmacy
196,Everest Pants (Premium),4818.59,307,Clothing
197,Himalayan School Uniform,577.91,393,Clothing
198,Yeti Ghee (Premium),3941.62,62,Grocery
199,Goldstar Whiteboard (Standard),1374.42,297,Stationery
200,Nepal Sand (cubic ft) (Premium),14543.32,97,Hardware
201,Goldstar Oil (Mustard) (Premium),2825.06,214,Grocery
202,Nepal Headphones (Budget),125864.96,379,Electronics
203,Nepal Coffee (Medium),3038.12,91,Grocery
204,Goldstar Pencil (Standard),803.51,328,Stationery
205,Everest ORS Packet (Budget),2358.03,279,Pharmacy
206,Himalayan Cetrizine,666.8,325,Pharmacy
207,CG Raincoat (Standard),9837.82,415,Clothing
208,Goldstar Jeans (Small),1049.22,439,Clothing
209,CG Stapler (Standard),1567.68,116,Stationery
210,Calcium Tablet (Premium),3653.59,325,Pharmacy
211,Himalayan Wrench,23756.55,146,Hardware
212,Goldstar Brush (Budget),5317.26,402,Hardware
213,Yeti Jacket,12232.84,62,Clothing
214,Yeti Desktop Computer (Medium),99554.9,282,Electronics
215,Everest Cement (50kg) (Large),4516.54,475,Hardware
216,Everest Calcium Tablet (Large),4417.47,249,Pharmacy
217,Cement (50kg) (Medium),11435.45,263,Hardware
218,CG Memory Card,56397.85,331,Electronics
219,Goldstar Ibuprofen (Premium),3792.25,116,Pharmacy
220,Goldstar Paper Clip (Medium),1961.07,238,Stationery
221,Goldstar Scissors (Budget),1292.0,188,Stationery
222,Yeti Noodles (Large),3373.56,31,Grocery
223,Screwdriver Set (Premium),17812.86,213,Hardware
224,Yeti Webcam,80187.93,469,Electronics
225,Himalayan Cough Syrup (Budget),169.93,151,Pharmacy
226,Goldstar Biscuit (Large),2790.21,410,Grocery
227,Goldstar Blood Pressure Monitor (Standard),4468.45,111,Pharmacy
228,CG Paracetamol,1019.06,436,Pharmacy
229,Himalayan Soap,3392.72,151,Grocery
230,Everest Amoxicillin,3875.69,78,Pharmacy
231,Nepal Dal (Chana),672.96,139,Grocery
232,Himalayan Brush,5643.75,313,Hardware
233,Nepal Shoes,3904.89,32,Clothing
234,CG Shirt (Standard),5560.93,51,Clothing
235,Goldstar T-Shirt (Small),13947.8,423,Clothing
236,Nepal Bluetooth Speaker (Large),12592.69,239,Electronics
237,Nepal Envelope (Premium),1833.82,240,Stationery
238,Nepal Notebook (Budget),996.12,366,Stationery
239,CG Thermometer (Budget),3167.36,148,Pharmacy
240,Himalayan Kurta (Medium),12168.51,51,Clothing
241,CG Wrench (Large),5857.23,262,Hardware
242,Pliers (Premium),12932.69,392,Hardware
243,Everest Tape (Large),492.11,87,Stationery
244,Nepal Bulb (LED) (Large),24687.71,410,Hardware
245,CG Glue Stick (Large),125.16,16,Stationery
246,Nepal Cotton (Large),611.42,461,Pharmacy
247,Himalayan Jacket (Premium),327.62,454,Clothing
248,Himalayan Vitamin C (Large),4457.04,121,Pharmacy
249,Goldstar Scissors (Standard),368.38,323,Stationery
250,Yeti Face Mask (Small),71.24,176,Pharmacy
251,Goldstar Hard Drive (Large),125778.34,470,Electronics
252,Everest T-Shirt (Medium),828.91,285,Clothing
253,Nepal Hand Sanitizer,2316.99,392,Pharmacy
254,Yeti Pants (Premium),1535.09,321,Clothing
255,CG Spice (Turmeric) (Premium),4186.98,130,Grocery
256,Yeti Salt (Medium),1578.28,208,Grocery
257,Yeti Switch Board (Medium),3787.04,7,Hardware
258,Sweater (Budget),8928.75,462,Clothing
259,Nepal Oil (Mustard) (Budget),2742.53,9,Grocery
260,Everest Notebook (Premium),1539.51,246,Stationery
261,Yeti Hard Drive,109861.47,390,Electronics
262,Everest Printer,17839.41,69,Electronics
263,Himalayan Tube Light (Premium),19817.8,173,Hardware
264,Yeti Punching Machine (Standard),1352.97,111,Stationery
265,Stapler (Large),1459.0,221,Stationery
266,Himalayan Spice (Turmeric) (Small),423.66,107,Grocery
267,Himalayan Antiseptic (Large),2165.56,299,Pharmacy
268,Goldstar Dal (Chana) (Premium),3094.2,62,Grocery
269,Himalayan Sandals (Premium),10476.92,326,Clothing
270,Everest Jeans (Budget),1947.24,404,Clothing
271,Himalayan Detergent (Large),4873.42,41,Grocery
272,Goldstar Cough Syrup (Large),3766.37,285,Pharmacy
273,CG Handkerchief (Budget),6942.96,414,Clothing
274,Yeti Scanner,1097.14,360,Electronics
275,Sweater (Premium),8918.28,254,Clothing
276,CG Detergent (Premium),3179.47,373,Grocery
277,Goldstar USB Cable (Large),133925.08,454,Electronics
278,CG Sports Wear (Large),8725.34,46,Clothing
279,Himalayan Marker (Premium),1329.0,13,Stationery
280,Nepal Glucose Strips (Large),928.02,17,Pharmacy
281,Nepal Bulb (LED) (Premium),23158.54,343,Hardware
282,Yeti Flour (Maida) (Premium),4677.93,148,Grocery
283,CG Eraser (Standard),1564.35,485,Stationery
284,CG Flour (Atta) (Budget),2792.35,344,Grocery
285,Bulb (LED) (Premium),14045.67,64,Hardware
286,Yeti Pliers (Premium),16728.35,235,Hardware
287,Shirt (Budget),6726.29,486,Clothing
288,Spice (Turmeric) (Medium),4063.98,16,Grocery
289,Goldstar Scanner (Standard),16540.38,222,Electronics
290,Nepal Rod (12mm) (Budget),13735.18,150,Hardware
291,Nepal Register (Premium),1629.43,366,Stationery
292,Everest Power Bank (Medium),13131.76,27,Electronics
293,Goldstar USB Cable,25829.64,440,Electronics
294,CG Tape (Premium),1143.7,81,Stationery
295,Yeti Cement (50kg) (Large),3066.09,205,Hardware
296,Pencil (Small),530.33,384,Stationery
297,Everest Rice (Local) (Medium),2776.43,327,Grocery
298,Everest Brush (Large),10837.02,399,Hardware
299,Everest Pen Drive (Medium),93297.34,88,Electronics
300,Himalayan Scissors (Large),955.4,255,Stationery
301,Himalayan Ibuprofen (Medium),3938.77,375,Pharmacy
302,Yeti Sand (cubic ft) (Medium),17309.56,78,Hardware
303,Everest Mouse (Medium),32923.08,412,Electronics
304,Nepal Biscuit (Premium),3397.38,217,Grocery
305,Himalayan Flour (Atta) (Budget),1274.11,190,Grocery
306,Nepal T-Shirt (Budget),10409.44,135,Clothing
307,Yeti HDMI Cable (Premium),37739.61,376,Electronics
308,CG Eye Drops (Premium),391.72,429,Pharmacy
309,ORS Packet (Large),4294.24,205,Pharmacy
310,Tea (Ilam) (Standard),2129.25,94,Grocery
311,Himalayan Bluetooth Speaker (Medium),81074.58,145,Electronics
312,Yeti Tape (Standard),1187.21,128,Stationery
313,Wire (Electrical) (Standard),16131.56,197,Hardware
314,USB Cable (Premium),55408.64,433,Electronics
315,Everest Whiteboard (Premium),530.93,176,Stationery
316,CG Spice (Chili),1571.5,48,Grocery
317,Calcium Tablet (Large),2934.06,67,Pharmacy
318,Drill Machine (Premium),13187.89,87,Hardware
319,T-Shirt (Small),11360.52,274,Clothing
320,Goldstar Bluetooth Speaker (Medium),115512.45,484,Electronics
321,Nepal Jeans,10201.65,114,Clothing
322,Yeti Shirt (Budget),13467.85,274,Clothing
323,CG T-Shirt (Standard),2727.31,327,Clothing
324,Everest Tea (Ilam) (Small),2152.22,381,Grocery
325,Yeti Ghee (Medium),4331.47,410,Grocery
326,Himalayan Flour (Atta) (Budget),3311.33,342,Grocery
327,Ear Drops (Standard),4464.38,151,Pharmacy
328,Goldstar Whiteboard (Premium),975.71,454,Stationery
329,Marker (Large),1156.98,178,Stationery
330,Smart Watch (Medium),96909.83,226,Electronics
331,Yeti Topi (Nepali Cap) (Small),4453.58,20,Clothing
332,CG Jacket,1107.61,44,Clothing
333,Yeti Scarf (Small),14910.3,276,Clothing
334,Nepal Rice (Basmati) (Standard),749.52,153,Grocery
335,CG Wrench (Medium),12402.7,408,Hardware
336,Himalayan Screws Pack (Standard),9518.44,442,Hardware
337,Everest School Uniform,8377.69,5,Clothing
338,Everest Milk Powder,996.32,317,Grocery
339,Yeti Flour (Atta) (Small),288.81,215,Grocery
340,CG Scarf (Budget),12131.66,204,Clothing
341,CG Shoes (Small),2651.31,292,Clothing
342,Everest Face Mask (Large),974.56,92,Pharmacy
343,Fan (Ceiling) (Large),5565.23,207,Hardware
344,Everest Sand (cubic ft) (Standard),13132.04,108,Hardware
345,Everest Salt (Budget),3383.27,179,Grocery
346,Himalayan T-Shirt (Large),5466.64,389,Clothing
347,Coffee (Premium),302.54,181,Grocery
348,Everest Punching Machine (Standard),594.85,308,Stationery
349,Himalayan Hammer (Medium),22960.19,366,Hardware
350,Goldstar Marker,277.6,498,Stationery
351,Everest Dhoti,1844.47,435,Clothing
352,Yeti Coffee (Premium),3103.72,319,Grocery
353,Everest Hammer (Standard),21145.37,86,Hardware
354,Himalayan Ibuprofen (Budget),3913.71,287,Pharmacy
355,Himalayan Microphone (Budget),115909.92,109,Electronics
356,Nepal Pipe (PVC) (Small),16175.29,118,Hardware
357,Cetrizine (Small),2292.6,382,Pharmacy
358,CG Lock (Medium),1805.31,203,Hardware
359,Himalayan Paracetamol (Medium),2902.64,241,Pharmacy
360,CG Whiteboard (Standard),824.56,31,Stationery
361,Goldstar Shirt,7667.57,324,Clothing
362,Everest Sand (cubic ft) (Medium),6971.59,55,Hardware
363,Yeti Sandals (Medium),11479.1,170,Clothing
364,Yeti Screws Pack (Standard),5991.19,471,Hardware
365,Yeti Fan (Ceiling) (Small),5438.8,115,Hardware
366,Everest Biscuit (Premium),4315.51,374,Grocery
367,Scanner,74753.88,321,Electronics
368,Himalayan Paint (1L) (Medium),23602.09,304,Hardware
369,CG Eraser (Small),173.18,201,Stationery
370,Himalayan Topi (Nepali Cap) (Small),9271.05,436,Clothing
371,Drill Machine (Large),6307.85,138,Hardware
372,Yeti School Uniform (Premium),2270.93,335,Clothing
373,Goldstar Handkerchief (Small),12431.69,277,Clothing
374,Nepal Ear Drops (Medium),2773.4,495,Pharmacy
375,Himalayan Paper Clip (Standard),1880.97,419,Stationery
376,Himalayan Printer (Small),68525.38,439,Electronics
377,CG Face Mask (Premium),2749.65,287,Pharmacy
378,Everest Jeans (Small),8122.3,161,Clothing
379,Drill Machine (Small),18311.21,192,Hardware
380,Everest Noodles (Budget),1851.43,65,Grocery
381,Everest Envelope (Large),811.03,321,Stationery
382,Yeti Blood Pressure Monitor (Premium),361.34,290,Pharmacy
383,Nepal UPS (Large),148102.18,442,Electronics
384,Everest Lock (Medium),12135.33,48,Hardware
385,Himalayan Headphones (Medium),120369.56,120,Electronics
386,CG Thermometer (Large),2303.39,152,Pharmacy
387,Himalayan Chalk (Budget),874.38,315,Stationery
388,Nepal Punching Machine (Standard),826.87,40,Stationery
389,Everest Sari (Medium),14820.07,470,Clothing
390,File Cover (Premium),765.93,53,Stationery
391,CG Pliers (Standard),20510.1,202,Hardware
392,Everest Bulb (LED),3290.57,312,Hardware
393,Himalayan File Cover (Medium),818.2,396,Stationery
394,Nepal Sweater (Standard),9509.45,93,Clothing
395,Yeti Sweater,13660.54,226,Clothing
396,Everest Sari (Budget),5640.93,100,Clothing
397,Yeti Detergent (Standard),1504.34,162,Grocery
398,Everest Punching Machine (Budget),1316.62,354,Stationery
399,Goldstar Cement (50kg) (Medium),3003.26,7,Hardware
400,Himalayan Wrench,5977.73,293,Hardware
401,Yeti Ghee (Premium),4042.04,157,Grocery
402,Power Bank (Standard),128314.58,147,Electronics
403,Nepal Kurta (Large),2210.84,488,Clothing
404,Nepal Wrench (Small),13960.33,340,Hardware
405,Himalayan Jacket (Small),11783.21,108,Clothing
406,CG Envelope (Standard),793.27,32,Stationery
407,Goldstar Pen (Budget),875.42,24,Stationery
408,Goldstar Pain Relief Balm (Large),2328.86,479,Pharmacy
409,Yeti Pain Relief Balm (Small),3169.41,80,Pharmacy
410,Everest Milk Powder (Medium),1572.28,217,Grocery
411,Goldstar Notebook (Premium),1006.75,19,Stationery
412,CG Amoxicillin (Small),409.28,74,Pharmacy
413,Goldstar Cotton (Small),4012.58,343,Pharmacy
414,Goldstar Scissors (Budget),37.0,367,Stationery
415,CG Hard Drive,22596.47,458,Electronics
416,CG Dal (Chana) (Budget),1163.86,406,Grocery
417,Yeti Bandage (Medium),4989.24,356,Pharmacy
418,Everest Flour (Atta) (Large),1079.69,468,Grocery
419,Himalayan Fan (Ceiling) (Small),139.45,203,Hardware
420,CG Tape (Standard),1175.22,277,Stationery
421,Goldstar Scarf (Small),9779.7,453,Clothing
422,CG Wire (Electrical) (Standard),2252.25,48,Hardware
423,Everest Stapler,219.04,165,Stationery
424,Everest Sugar (Large),3779.46,10,Grocery
425,Everest Mobile Phone (Budget),103689.14,263,Electronics
426,Himalayan Noodles (Premium),1181.92,384,Grocery
427,Noodles (Budget),2106.17,447,Grocery
428,Nepal Jeans (Medium),3088.22,324,Clothing
429,Yeti Sand (cubic ft) (Medium),11619.77,2,Hardware
430,HDMI Cable (Medium),56134.61,348,Electronics
431,CG Whiteboard (Medium),317.86,119,Stationery
432,Everest Rice (Local) (Budget),883.49,105,Grocery
433,Yeti Fan (Ceiling),6016.3,194,Hardware
434,Himalayan Shirt (Budget),7256.41,384,Clothing
435,Yeti Screws Pack,17456.49,90,Hardware
436,Nepal Wrench (Premium),6354.83,278,Hardware
437,Himalayan Antiseptic (Small),1742.36,4,Pharmacy
438,Pain Relief Balm (Standard),2756.92,210,Pharmacy
439,CG Charger (Medium),93552.39,206,Electronics
440,Himalayan Bluetooth Speaker (Medium),15563.53,37,Electronics
441,Himalayan Screws Pack (Premium),5163.79,370,Hardware
442,Himalayan Coffee (Standard),4468.67,103,Grocery
443,Yeti Keyboard (Medium),94989.13,458,Electronics
444,Notebook (Medium),1562.2,196,Stationery
445,Yeti UPS,72541.79,335,Electronics
446,CG Eye Drops (Large),2553.06,313,Pharmacy
447,Goldstar Calcium Tablet,4001.65,419,Pharmacy
448,Sari (Large),1238.56,74,Clothing
449,Yeti Shirt (Standard),5757.42,63,Clothing
450,Everest Flour (Maida) (Budget),356.39,117,Grocery
451,Goldstar Dhoti (Small),11098.9,247,Clothing
452,Sand (cubic ft) (Budget),5473.35,449,Hardware
453,Nepal Bandage (Budget),4304.41,147,Pharmacy
454,Everest Tea (Ilam) (Small),4974.44,128,Grocery
455,Himalayan Ghee (Budget),834.3,393,Grocery
456,Yeti Pipe (PVC) (Medium),11750.9,145,Hardware
457,CG Mobile Phone (Large),7054.19,158,Electronics
458,Rice (Basmati) (Small),764.28,11,Grocery
459,Goldstar Milk Powder (Premium),4515.7,458,Grocery
460,Charger,62529.49,351,Electronics
461,CG Blood Pressure Monitor (Medium),973.61,29,Pharmacy
462,Eraser (Standard),1563.98,372,Stationery
463,Yeti Cement (50kg) (Small),4855.83,33,Hardware
464,CG Power Bank (Small),149790.54,145,Electronics
465,Goldstar Bandage (Medium),3602.03,142,Pharmacy
466,Jeans (Large),7540.39,95,Clothing
467,Nepal Cotton (Small),2986.54,115,Pharmacy
468,Nepal Sandals (Small),11922.84,102,Clothing
469,Himalayan Spice (Chili),4727.69,417,Grocery
470,Sweater (Budget),11927.56,214,Clothing
471,Spice (Chili) (Medium),3707.62,28,Grocery
472,Everest Sand (cubic ft) (Small),15621.24,375,Hardware
473,Himalayan Amoxicillin (Standard),3894.0,391,Pharmacy
474,Yeti Register,230.68,44,Stationery
475,Yeti Antiseptic (Small),837.71,99,Pharmacy
476,Everest Pencil (Large),1091.53,187,Stationery
477,Himalayan Memory Card,30633.98,238,Electronics
478,Nepal Keyboard (Medium),93350.49,424,Electronics
479,Goldstar Pipe (PVC) (Standard),2895.84,396,Hardware
480,Bluetooth Speaker (Medium),9022.83,386,Electronics
481,Himalayan Eye Drops (Premium),1541.86,222,Pharmacy
482,Goldstar Chalk (Large),390.85,359,Stationery
483,Goldstar Bluetooth Speaker (Premium),147078.5,110,Electronics
484,Calcium Tablet (Medium),2834.16,139,Pharmacy
485,Marker (Medium),925.86,425,Stationery
486,Yeti Sports Wear (Standard),9810.12,24,Clothing
487,Everest Pliers (Standard),22495.92,94,Hardware
488,Himalayan Laptop (Budget),15798.09,428,Electronics
489,Nepal Pants (Budget),13719.64,76,Clothing
490,Himalayan Cotton (Premium),3296.41,488,Pharmacy
491,Nepal Cough Syrup (Small),302.9,35,Pharmacy
492,Blood Pressure Monitor,2089.96,397,Pharmacy
493,Goldstar Shawl (Standard),7515.43,406,Clothing
494,Stamp Pad (Medium),766.56,222,Stationery
495,Yeti Spice (Turmeric),2569.7,299,Grocery
496,CG Handkerchief (Medium),1727.29,241,Clothing
497,Everest Saw (Small),9002.62,71,Hardware
498,Everest Bluetooth Speaker (Small),10917.81,439,Electronics
499,Everest Rod (12mm) (Premium),7564.23,243,Hardware
500,Nepal Detergent (Small),3798.38,468,Grocery
501,Himalayan Switch Board (Standard),8711.3,97,Hardware
502,Himalayan Keyboard (Premium),115733.04,466,Electronics
503,Yeti HDMI Cable (Budget),1981.0,129,Electronics
504,Himalayan Switch Board,24467.26,432,Hardware
505,Nepal Saw (Large),5799.26,498,Hardware
506,CG Marker (Premium),974.13,61,Stationery
507,Himalayan Mouse (Premium),81322.42,25,Electronics
508,Nepal Jacket (Large),731.4,463,Clothing
509,Milk Powder (Medium),462.0,357,Grocery
510,Goldstar Oil (Mustard) (Premium),1054.66,456,Grocery
511,Goldstar Glucose Strips (Small),2562.6,336,Pharmacy
512,Himalayan Flour (Atta) (Standard),3629.93,207,Grocery
